-283.34036968409816,391.6040314210275
-283.60201012180755,393.62152421427663
-283.9083925685916,395.63166568692463
-284.2569196983531,397.63349804621816
-284.64483765042615,399.626335026279
-285.0692946625899,401.6097336454381
-285.52741530831076,403.5834732147695
-286.01633663447535,405.54754753916365
-286.5332561958096,407.502118244112
-287.0754513695589,409.4474954344345
-287.6403120849439,411.384115062883
-288.2253525554341,413.3125103420156
-288.82823114846406,415.23327435518854
-289.4467644535174,417.14705029236904
-290.0789302632143,419.0545019563828
-290.72285840343005,420.95630014744916
-291.37683523570297,422.8531023791723
-292.03929169502794,424.7455608669855
-292.70878731191465,426.63428408330736
-293.3840038838051,428.5198620515065
-294.06372199404785,430.4028499224519
-294.7468186227576,432.2837640149515
-295.43224896144983,434.1630888221395
-296.11904053197026,436.04126651733264
-296.8062844955277,437.91870773978906
-297.493136508184,439.79578795778565
-298.178801845028,441.67284911644543
-298.8625357714477,443.550196709006
-299.543638498887,445.4281045166745
-300.22145607745045,447.3068252571673
-300.8953761154646,449.18657598727225
-301.56482404440345,451.0675485300923
-302.2292670959163,452.9499076949373
-302.88820867179805,454.83380432738176
-303.541190181875,456.7193537830026
-304.18778885429356,458.6066623479072
-304.82761264813195,460.4958134825489
-305.4603032163349,462.3868743493577
-306.0855335176063,464.2798965449295
-306.7030052072646,466.17492401012913
-307.3124469185453,468.0719803750252
-307.9136209790826,469.97108694076115
-308.5063122255446,471.87225246623086
-309.0903301686894,473.7754821051047
-309.6655091498457,475.6807755444372
-310.2317058599072,477.58812359636596
-310.78879786807374,479.49751836712994
-311.3366722256219,481.40894569978224
-311.8752281584259,483.32239426666894
-312.40436683367966,485.23785408166174
-312.9240023153556,487.1553113525885
-313.43404380386585,489.074758226842
-313.9344103622571,490.99618329555426
-314.42502040683496,492.91957429656384
-314.9057960987569,494.8449190523721
-315.3766633189702,496.7722073555587
-315.8375453594563,498.7014267411632
-316.28837530156216,500.632561916877
-316.7290826383338,502.5655921956523
-317.15959825547225,504.500498848154
-317.57985705438165,506.43726659939824
-317.98979172448765,508.3758629076726
-318.3893361580709,510.316269437643
-318.7784316219708,512.2584562970998
-319.15701530823577,514.2023929991066
-319.52502593289086,516.1480555611713
-319.8824045517436,518.095405373651
-320.22909681510316,520.0444200614371
-320.56504423733224,521.9950623247796
-320.89019748309136,523.9473115894518
-321.20450610114096,525.9011375978547
-321.5079215219077,527.8565138491674
-321.8003977420122,529.8134236078655
-322.0818871962029,531.7718507554677
-322.3523440404236,533.7317791176941
-322.6117228858867,535.6932008413987
-322.8599775921299,537.6561076296009
-323.0970665553639,539.6205008970314
-323.32294266122403,541.5863719294343
-323.53756149672387,543.5537254613577
-323.7408773308761,545.5225626777342
-323.9328445618911,547.4928823968128
-324.1134147800113,549.464689047132
-324.28254121880354,551.4379791579553
-324.4401749641067,553.4127519545481
-324.5862588389838,555.3889973192887
-324.72073954049216,557.3667007341693
-324.8435540002551,559.345846365174
-324.95464414351824,561.3264026018147
-325.0539456814909,563.3083378975728
-325.14139504385054,565.2916063648825
-325.2169238813398,567.2761546388952
-325.2804644751757,569.261914256503
-325.3319451327114,571.2488120964051
-325.37129454367755,573.2367627803872
-325.3984392225217,575.2256667186828
-325.4133087717785,577.2154183701842
-325.4158312580226,579.2059016245632
-325.40593727095586,581.1969944371643
-325.3835592063856,583.1885680954416
-325.34863252480926,585.1804823517506
-325.30108825028174,587.1726016147402
-325.2408695039828,589.164782854675
-325.1679161392744,591.1568795370456
-325.0821744302884,593.1487513196513
-324.9835971031747,595.1402565417351
-324.8721341457916,597.1312553009209
-324.74774149241284,599.121613120413
-324.6103750584349,601.111195126116
-324.45998924471075,603.0998745052358
-324.29653149105695,605.0875203257508
-324.11994970707724,607.0740072919967
-323.9301912527082,609.0592120166028
-323.7272013392772,611.0430082606771
-323.51092412777155,613.0252661720846
-323.281304907055,615.0058625460119
-323.03829039808664,616.9846632493571
-322.78182400327324,618.9615356500193
-322.51185624472913,620.9363406166606
-322.22833173538635,622.9089358722453
-321.93120114811495,624.879175391443
-321.6204177038704,626.846907060211
-321.2959367999461,628.8119727981029
-320.95771774524565,630.7742091647007
-320.60572261100367,632.7334494580668
-320.23992070016703,634.6895185917389
-319.86028087316976,636.6422361268814
-319.46678151098735,638.591418476986
-319.05940370233196,640.536881497181
-318.63813335686257,642.4784327452421
-318.2029698246434,644.4158798408481
-317.7539071394938,646.3490304749123
-317.29095294805904,648.2776992290762
-316.81411868064856,650.2016960969097
-316.32341744830387,652.1208469387915
-315.8188683097868,654.0349872276547
-315.3004921148125,655.9439586170025
-314.7683096764132,657.8476275979461
-314.2223476319211,659.7458788102101
-313.662628337398,661.6386167155666
-313.0891728866092,663.5257695251105
-312.50199806914765,665.4072975525019
-311.90112004299993,667.2831801141161
-311.2865486886754,669.1534227599561
-310.65828642988794,671.0180604104987
-310.01633436733584,672.8771466800689
-309.3606878624058,674.7307590037908
-308.6913361309083,676.578988612357
-308.0082625670471,678.4219474712805
-307.3114489236151,680.2597535922229
-306.6008714993727,682.092533923606
-305.8765063691166,683.9204226792422
-305.1383305317731,685.7435458152837
-304.3863180421139,687.5620283675373
-303.62045123084243,689.3759818463534
-302.8407124459024,691.1855018611639
-302.04708991875174,692.9906706308003
-301.2395822231917,694.7915395576314
-300.4182000424529,696.5881430273057
-299.58296458405454,698.3804836496325
-298.7339107996341,700.1685378866057
-297.87108717230655,701.9522519694381
-296.99455965624753,703.7315396424781
-296.10441355589194,705.5062936478092
